indic_code,indic_source,indic_lib,indic_cat,icd10,service,add_def,population,age_min,age_max,sex,enceinte,autre,depistage_fait,depistage_resultat,accouchement_assist,accouchement_ptme_type,chirurgie_urgence,traitement_statut
HMIS115,PNLS Prise en charge des PVVIH,PVVIH sous traitement antiretroviral chez qui un traitement anti tuberculeux a ete initie,(F.- 25 à 49 ans),B20,Traitement,Yes,25-49 ans- F,Y25,Y49,F,NA,NA,NA,NA,NA,NA,NA,Nouveau
HMIS116,PNLS Prise en charge des PVVIH,PVVIH sous traitement antiretroviral chez qui un traitement anti tuberculeux a ete initie,(F.- 50 ans et plus),B20,Traitement,Yes,50-50 plus- F,Y50,NA,F,NA,NA,NA,NA,NA,NA,NA,Nouveau
HMIS117,PNLS Prise en charge des PVVIH,PVVIH sous traitement antiretroviral chez qui un traitement anti tuberculeux a ete initie,(M.- 0-14 ans),B20,Traitement,Yes,0-14 ans- M,0,Y14,M,NA,NA,NA,NA,NA,NA,NA,Nouveau
HMIS118,PNLS Prise en charge des PVVIH,PVVIH sous traitement antiretroviral chez qui un traitement anti tuberculeux a ete initie,(M.- 15 à 24 ans),B20,Traitement,Yes,15-24 ans- M,Y15,Y24,M,NA,NA,NA,NA,NA,NA,NA,Nouveau
HMIS119,PNLS Prise en charge des PVVIH,PVVIH sous traitement antiretroviral chez qui un traitement anti tuberculeux a ete initie,(M.- 25 à 49 ans),B20,Traitement,Yes,25-49 ans- M,Y25,Y49,M,NA,NA,NA,NA,NA,NA,NA,Nouveau
HMIS120,PNLS Prise en charge des PVVIH,PVVIH sous traitement antiretroviral chez qui un traitement anti tuberculeux a ete initie,(M.- 50 ans et plus),B20,Traitement,Yes,50-50 plus- M,Y50,NA,M,NA,NA,NA,NA,NA,NA,NA,Nouveau
HMIS121,PNLS Prise en charge des PVVIH,PVVIH suivies sans ARV,(F.- 0-14 ans),B20,Consultation,Yes,0-14 ans- F,0,Y14,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS122,PNLS Prise en charge des PVVIH,PVVIH suivies sans ARV,(F.- 15 à 24 ans),B20,Consultation,Yes,15-24 ans- F,Y15,Y24,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS123,PNLS Prise en charge des PVVIH,PVVIH suivies sans ARV,(F.- 25 à 49 ans),B20,Consultation,Yes,25-49 ans- F,Y25,Y49,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS124,PNLS Prise en charge des PVVIH,PVVIH suivies sans ARV,(F.- 50 ans et plus),B20,Consultation,Yes,50-50 plus- F,Y50,NA,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS125,PNLS Prise en charge des PVVIH,PVVIH suivies sans ARV,(M.- 0-14 ans),B20,Consultation,Yes,0-14 ans- M,0,Y14,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS126,PNLS Prise en charge des PVVIH,PVVIH suivies sans ARV,(M.- 15 à 24 ans),B20,Consultation,Yes,15-24 ans- M,Y15,Y24,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS127,PNLS Prise en charge des PVVIH,PVVIH suivies sans ARV,(M.- 25 à 49 ans),B20,Consultation,Yes,25-49 ans- M,Y25,Y49,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS128,PNLS Prise en charge des PVVIH,PVVIH suivies sans ARV,(M.- 50 ans et plus),B20,Consultation,Yes,50-50 plus- M,Y50,NA,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS129,PNLS PTME/Parent Enfant,Enfants infectes nes de meres seropositives sur le site,(F.),B20,TBD,TBD,F- Infecte- mere VIH+,NA,NA,F,NA,VIH+- MereVIH+,NA,NA,NA,NA,NA,NA
HMIS130,PNLS PTME/Parent Enfant,Enfants infectes nes de meres seropositives sur le site,(M.),B20,TBD,TBD,M- Infecte,NA,NA,M,NA,VIH+- Mere VIH+,NA,NA,NA,NA,NA,NA
HMIS131,PNLS PTME/Parent Enfant,Enfants nes de meres seropositives ayant accouche sous nevirapine,(F.),B20,Naissance,Yes,F- Mere sero+,NA,NA,F,NA,mere VIH+,NA,NA,NA,NA,NA,NA
HMIS132,PNLS PTME/Parent Enfant,Enfants nes de meres seropositives ayant accouche sous nevirapine,(M.),B20,Naissance,Yes,M- Mere sero+,NA,NA,M,NA,mere VIH+,NA,NA,NA,NA,NA,NA
HMIS133,PNLS PTME/Parent Enfant,Enfants nes de meres seropositives ayant accouche sous  triprophylaxie,(F.),B20,Naissance,Yes,F- Mere sero+,NA,NA,F,NA,mere VIH+,NA,NA,NA,NA,NA,NA
HMIS134,PNLS PTME/Parent Enfant,Enfants nes de meres seropositives ayant accouche sous  triprophylaxie,(M.),B20,Naissance,Yes,M- Mere sero+,NA,NA,M,NA,mere VIH+,NA,NA,NA,NA,NA,NA
HMIS135,PNLS PTME/Parent Enfant,Enfants nes de meres seropositives ayant accouche sous  tritherapie,(F.),B20,Naissance,Yes,F- Mere sero+,NA,NA,F,NA,mere VIH+,NA,NA,NA,NA,NA,NA
HMIS136,PNLS PTME/Parent Enfant,Enfants nes de meres seropositives ayant accouche sous  tritherapie,(M.),B20,Naissance,Yes,M- Mere sero+,NA,NA,M,NA,mere VIH+,NA,NA,NA,NA,NA,NA
HMIS137,PNLS PTME/Parent Enfant,Enfants nes de meres seropositives depistes negatifs sur le site,(F.),B20,Depistage,Yes,F- Mere sero+,NA,NA,F,NA,mere VIH+,NA,VIH-,NA,NA,NA,NA
HMIS138,PNLS PTME/Parent Enfant,Enfants nes de meres seropositives depistes negatifs sur le site,(M.),B20,Depistage,Yes,M- Mere sero+,NA,NA,M,NA,mere VIH+,NA,VIH-,NA,NA,NA,NA
HMIS139,PNLS PTME/Parent Enfant,Enfants nes de meres seropositives depistes  sur le site,(F.),B20,Depistage,Yes,F- Mere sero+,NA,NA,F,NA,mere VIH+,NA,VIH+,NA,NA,NA,NA
HMIS140,PNLS PTME/Parent Enfant,Enfants nes de meres seropositives depistes  sur le site,(M.),B20,Depistage,Yes,M- Mere sero+,NA,NA,M,NA,mere VIH+,NA,VIH+,NA,NA,NA,NA
HMIS141,PNLS PTME/Parent Enfant,Enfants nes de meres seropositives sous alimentation de substitution (allaitement artificiel),(F.),B20,Alimentation,Yes,F- Mere sero+,NA,NA,F,NA,mere VIH+,NA,NA,NA,NA,NA,NA
HMIS142,PNLS PTME/Parent Enfant,Enfants nes de meres seropositives sous alimentation de substitution (allaitement artificiel),(M.),B20,Alimentation,Yes,M- Mere sero+,NA,NA,M,NA,mere VIH+,NA,NA,NA,NA,NA,NA
HMIS143,PNLS PTME/Parent Enfant,Enfants nes de meres seropositives  sous allaitement maternel exclusif,(F.),B20,Alimentation,Yes,F- Mere sero+,NA,NA,F,NA,mere VIH+,NA,NA,NA,NA,NA,NA
HMIS144,PNLS PTME/Parent Enfant,Enfants nes de meres seropositives  sous allaitement maternel exclusif,(M.),B20,Alimentation,Yes,M- Mere sero+,NA,NA,M,NA,mere VIH+,NA,NA,NA,NA,NA,NA
HMIS145,PNLS PTME/Parent Enfant,Enfants nes de meres seropositives sur le site,(F.),B20,Naissance,Yes,F- Mere sero+,NA,NA,F,NA,mere VIH+,NA,NA,NA,NA,NA,NA
HMIS146,PNLS PTME/Parent Enfant,Enfants nes de meres seropositives sur le site,(M.),B20,Naissance,Yes,M- Mere sero+,NA,NA,M,NA,mere VIH+,NA,NA,NA,NA,NA,NA
HMIS147,PNLS PTME/Parent Enfant,Femmes enceintes depistees en CPN,(0-14 ans),B20,Depistage,Yes,0-14 ans- F- enceinte,0,Y14,F,yes,NA,VIH,NA,NA,NA,NA,NA
HMIS148,PNLS PTME/Parent Enfant,Femmes enceintes depistees en CPN,(15 à 24 ans),B20,Depistage,Yes,15-24 ans- F- enceinte,Y15,Y24,F,yes,NA,VIH,NA,NA,NA,NA,NA
HMIS149,PNLS PTME/Parent Enfant,Femmes enceintes depistees en CPN,(25 à 49 ans),B20,Depistage,Yes,25-49 ans- F- enceinte,Y25,Y49,F,yes,NA,VIH,NA,NA,NA,NA,NA
HMIS150,PNLS PTME/Parent Enfant,Femmes enceintes depistees en CPN,(50 ans et plus),B20,Depistage,Yes,50-50 plus- F- enceinte,Y50,NA,F,yes,NA,VIH,NA,NA,NA,NA,NA
HMIS151,PNLS PTME/Parent Enfant,Femmes enceintes depistees seropositives en CPN,(0-14 ans),B20,Depistage,Yes,0-14 ans- F- enceinte,0,Y14,F,yes,NA,NA,VIH+,NA,NA,NA,NA
HMIS152,PNLS PTME/Parent Enfant,Femmes enceintes depistees seropositives en CPN,(15 à 24 ans),B20,Depistage,Yes,15-24 ans- F- enceinte,Y15,Y24,F,yes,NA,NA,VIH+,NA,NA,NA,NA
HMIS153,PNLS PTME/Parent Enfant,Femmes enceintes depistees seropositives en CPN,(25 à 49 ans),B20,Depistage,Yes,25-49 ans- F- enceinte,Y25,Y49,F,yes,NA,NA,VIH+,NA,NA,NA,NA
HMIS154,PNLS PTME/Parent Enfant,Femmes enceintes depistees seropositives en CPN,(50 ans et plus),B20,Depistage,Yes,50-50 plus- F- enceinte,Y50,NA,F,yes,NA,NA,VIH+,NA,NA,NA,NA
HMIS155,PNLS PTME/Parent Enfant,Femmes reçues en premiere CPN sur le site PTME,(0-14 ans),Z34.91,CPN,Yes,0-14 ans- F- enceinte,0,Y14,F,yes,NA,NA,NA,NA,NA,NA,NA
HMIS156,PNLS PTME/Parent Enfant,Femmes reçues en premiere CPN sur le site PTME,(15 à 24 ans),Z34.91,CPN,Yes,15-24 ans- F- enceinte,Y15,Y24,F,yes,NA,NA,NA,NA,NA,NA,NA
HMIS157,PNLS PTME/Parent Enfant,Femmes reçues en premiere CPN sur le site PTME,(25 à 49 ans),Z34.91,CPN,Yes,25-49 ans- F- enceinte,Y25,Y49,F,yes,NA,NA,NA,NA,NA,NA,NA
HMIS158,PNLS PTME/Parent Enfant,Femmes reçues en premiere CPN sur le site PTME,(50 ans et plus),Z34.91,CPN,Yes,50-50 plus- F- enceinte,Y50,NA,F,yes,NA,NA,NA,NA,NA,NA,NA
HMIS159,PNLS PTME/Parent Enfant,Femmes seropositives  ayant accouche sous protocole Nevirapine,(0-14 ans),O80-O82,Accouchement,Yes,0-14 ans- F- enceinte- VIH+,0,Y14,F,yes,VIH+,NA,NA,NA,NVP,NA,NA
HMIS160,PNLS PTME/Parent Enfant,Femmes seropositives  ayant accouche sous protocole Nevirapine,(15 à 24 ans),O80-O82,Accouchement,Yes,15-24 ans- F- enceinte- VIH+,Y15,Y24,F,yes,VIH+,NA,NA,NA,NVP,NA,NA
HMIS161,PNLS PTME/Parent Enfant,Femmes seropositives  ayant accouche sous protocole Nevirapine,(25 à 49 ans),O80-O82,Accouchement,Yes,25-49 ans- F- enceinte- VIH+,Y25,Y49,F,yes,VIH+,NA,NA,NA,NVP,NA,NA
HMIS162,PNLS PTME/Parent Enfant,Femmes seropositives  ayant accouche sous protocole Nevirapine,(50 ans et plus),O80-O82,Accouchement,Yes,50-50 plus- F- enceinte- VIH+,Y50,NA,F,yes,VIH+,NA,NA,NA,NVP,NA,NA
HMIS163,PNLS PTME/Parent Enfant,Femmes VIH+ accouche sous protocole triprophylaxie,(0-14 ans),O80-O82,Accouchement,Yes,0-14 ans- F- enceinte- VIH+,0,Y14,F,yes,VIH+,NA,NA,NA,Triprohylaxie,NA,NA
HMIS164,PNLS PTME/Parent Enfant,Femmes VIH+ accouche sous protocole triprophylaxie,(15 à 24 ans),O80-O82,Accouchement,Yes,15-24 ans- F- enceinte- VIH+,Y15,Y24,F,yes,VIH+,NA,NA,NA,Triprohylaxie,NA,NA
HMIS165,PNLS PTME/Parent Enfant,Femmes VIH+ accouche sous protocole triprophylaxie,(25 à 49 ans),O80-O82,Accouchement,Yes,25-49 ans- F- enceinte- VIH+,Y25,Y49,F,yes,VIH+,NA,NA,NA,Triprohylaxie,NA,NA
HMIS166,PNLS PTME/Parent Enfant,Femmes VIH+ accouche sous protocole triprophylaxie,(50 ans et plus),O80-O82,Accouchement,Yes,50-50 plus- F- enceinte- VIH+,Y50,NA,F,yes,VIH+,NA,NA,NA,Triprohylaxie,NA,NA
HMIS167,PNLS PTME/Parent Enfant,Femmes VIH+ accouche sous protocole  tritherapie,(0-14 ans),O80-O82,Accouchement,Yes,0-14 ans- F- enceinte- VIH+,0,Y14,F,yes,VIH+,NA,NA,NA,Tritherapie,NA,NA
HMIS168,PNLS PTME/Parent Enfant,Femmes VIH+ accouche sous protocole  tritherapie,(15 à 24 ans),O80-O82,Accouchement,Yes,15-24 ans- F- enceinte- VIH+,Y15,Y24,F,yes,VIH+,NA,NA,NA,Tritherapie,NA,NA
HMIS169,PNLS PTME/Parent Enfant,Femmes VIH+ accouche sous protocole  tritherapie,(25 à 49 ans),O80-O82,Accouchement,Yes,25-49 ans- F- enceinte- VIH+,Y25,Y49,F,yes,VIH+,NA,NA,NA,Tritherapie,NA,NA
HMIS170,PNLS PTME/Parent Enfant,Femmes VIH+ accouche sous protocole  tritherapie,(50 ans et plus),O80-O82,Accouchement,Yes,50-50 plus- F- enceinte- VIH+,Y50,NA,F,yes,VIH+,NA,NA,NA,Tritherapie,NA,NA
HMIS171,PNLS PTME/Parent Enfant,Gestantes seropositives ayant accouche sur le site,(0-14 ans),O80-O82,Accouchement,Yes,0-14 ans- F- enceinte- VIH+,0,Y14,F,yes,VIH+,NA,NA,NA,NA,NA,NA
HMIS172,PNLS PTME/Parent Enfant,Gestantes seropositives ayant accouche sur le site,(15 à 24 ans),O80-O82,Accouchement,Yes,15-24 ans- F- enceinte- VIH+,Y15,Y24,F,yes,VIH+,NA,NA,NA,NA,NA,NA
HMIS173,PNLS PTME/Parent Enfant,Gestantes seropositives ayant accouche sur le site,(25 à 49 ans),O80-O82,Accouchement,Yes,25-49 ans- F- enceinte- VIH+,Y25,Y49,F,yes,VIH+,NA,NA,NA,NA,NA,NA
HMIS174,PNLS PTME/Parent Enfant,Gestantes seropositives ayant accouche sur le site,(50 ans et plus),O80-O82,Accouchement,Yes,50-50 plus- F- enceinte- VIH+,Y50,NA,F,yes,VIH+,NA,NA,NA,NA,NA,NA
HMIS175,PNLS PTME/Parent Enfant,Gestantes seropositives ayant reçu une monoprophylaxie  pour reduire la TME,(0-14 ans),B20,PTME,Yes,0-14 ans- F- enceinte,0,Y14,F,yes,NA,NA,NA,NA,NA,NA,NA
HMIS176,PNLS PTME/Parent Enfant,Gestantes seropositives ayant reçu une monoprophylaxie  pour reduire la TME,(15 à 24 ans),B20,PTME,Yes,15-24 ans- F- enceinte,Y15,Y24,F,yes,NA,NA,NA,NA,NA,NA,NA
HMIS177,PNLS PTME/Parent Enfant,Gestantes seropositives ayant reçu une monoprophylaxie  pour reduire la TME,(25 à 49 ans),B20,PTME,Yes,25-49 ans- F- enceinte,Y25,Y49,F,yes,NA,NA,NA,NA,NA,NA,NA
HMIS178,PNLS PTME/Parent Enfant,Gestantes seropositives ayant reçu une monoprophylaxie  pour reduire la TME,(50 ans et plus),B20,PTME,Yes,50-50 plus- F- enceinte,Y50,NA,F,yes,NA,NA,NA,NA,NA,NA,NA
HMIS179,PNLS PTME/Parent Enfant,Gestantes VIH+ mises sous tritherapie pour reduire la TME,(0-14 ans),B20,PTME,Yes,0-14 ans- F- enceinte,0,Y14,F,yes,NA,NA,NA,NA,NA,NA,NA
HMIS180,PNLS PTME/Parent Enfant,Gestantes VIH+ mises sous tritherapie pour reduire la TME,(15 à 24 ans),B20,PTME,Yes,15-24 ans- F- enceinte,Y15,Y24,F,yes,NA,NA,NA,NA,NA,NA,NA
HMIS181,PNLS PTME/Parent Enfant,Gestantes VIH+ mises sous tritherapie pour reduire la TME,(25 à 49 ans),B20,PTME,Yes,25-49 ans- F- enceinte,Y25,Y49,F,yes,NA,NA,NA,NA,NA,NA,NA
HMIS182,PNLS PTME/Parent Enfant,Gestantes VIH+ mises sous tritherapie pour reduire la TME,(50 ans et plus),B20,PTME,Yes,50-50 plus- F- enceinte,Y50,NA,F,yes,NA,NA,NA,NA,NA,NA,NA
HMIS183,PNLS PTME/Parent Enfant,Gestantes VIH+ sous triprophylaxie pour reduire la TME,(0-14 ans),B20,PTME,Yes,0-14 ans- F- enceinte,0,Y14,F,yes,NA,NA,NA,NA,NA,NA,NA
HMIS184,PNLS PTME/Parent Enfant,Gestantes VIH+ sous triprophylaxie pour reduire la TME,(15 à 24 ans),B20,PTME,Yes,15-24 ans- F- enceinte,Y15,Y24,F,yes,NA,NA,NA,NA,NA,NA,NA
HMIS185,PNLS PTME/Parent Enfant,Gestantes VIH+ sous triprophylaxie pour reduire la TME,(25 à 49 ans),B20,PTME,Yes,25-49 ans- F- enceinte,Y25,Y49,F,yes,NA,NA,NA,NA,NA,NA,NA
HMIS186,PNLS PTME/Parent Enfant,Gestantes VIH+ sous triprophylaxie pour reduire la TME,(50 ans et plus),B20,PTME,Yes,50-50 plus- F- enceinte,Y50,NA,F,yes,NA,NA,NA,NA,NA,NA,NA
HMIS187,PNLS PTME/Parent Enfant,Gestantes VIH+ sous tritherapie pour reduire la TME (Option B+)*,(0-14 ans),B20,PTME,Yes,0-14 ans- F- enceinte,0,Y14,F,yes,NA,NA,NA,NA,NA,NA,NA
HMIS188,PNLS PTME/Parent Enfant,Gestantes VIH+ sous tritherapie pour reduire la TME (Option B+)*,(15 à 24 ans),B20,PTME,Yes,15-24 ans- F- enceinte,Y15,Y24,F,yes,NA,NA,NA,NA,NA,NA,NA
HMIS189,PNLS PTME/Parent Enfant,Gestantes VIH+ sous tritherapie pour reduire la TME (Option B+)*,(25 à 49 ans),B20,PTME,Yes,25-49 ans- F- enceinte,Y25,Y49,F,yes,NA,NA,NA,NA,NA,NA,NA
HMIS190,PNLS PTME/Parent Enfant,Gestantes VIH+ sous tritherapie pour reduire la TME (Option B+)*,(50 ans et plus),B20,PTME,Yes,50-50 plus- F- enceinte,Y50,NA,F,yes,NA,NA,NA,NA,NA,NA,NA
HMIS191,PNT Depistage des tuberculeux,Autres types tuberculose,(default),A17-A19,?,?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HMIS192,PNT Depistage des tuberculeux,Echecs tuberculose pulmonaire (TPB+),(default),A15,Traitement,Yes,TBP+,NA,NA,NA,NA,TBP+,NA,NA,NA,NA,NA,Echec
HMIS193,PNT Depistage des tuberculeux,Enfants <5 ans contact de TPB+ mis sous TPI,(default),A15,Traitement,Yes,TBP+ / <5 Ans,0,Y5,NA,NA,TBP+,NA,NA,NA,NA,NA,Nouveau
HMIS194,PNT Depistage des tuberculeux,Nombre TB/VIH+ pris en charge,(default),A15-A19- B20,Traitement,Yes,TB/VIH+,NA,NA,NA,NA,TB- VIH+,NA,NA,NA,NA,NA,Suivi
HMIS195,PNT Depistage des tuberculeux,Nombre TB/VIH+ sous ARV,(default),B20,Traitement,Yes,TB/VIH+,NA,NA,NA,NA,TB- VIH+,NA,NA,NA,NA,NA,Suivi
HMIS196,PNT Depistage des tuberculeux,Nombre TB/VIH+ sous CTM,(default),A15-A19,Traitement,Yes,TB/VIH+,NA,NA,NA,NA,TB- VIH+,NA,NA,NA,NA,NA,Suivi
HMIS197,PNT Depistage des tuberculeux,Non tuberculose pulmonaire (TPB+) testee au VIH,(default),B20,Depistage,Yes,TB+ non pulm,NA,NA,NA,NA,TB+ non pulm,VIH,NA,NA,NA,NA,NA
HMIS198,PNT Depistage des tuberculeux,Non Tuberculose pulmonaire (TPB+) testee positive au VIH,(default),A15,Depistage,Yes,TB+ non pulm,NA,NA,NA,NA,TB+ non pulm,VIH,NA,NA,NA,NA,NA
HMIS199,PNT Depistage des tuberculeux,Nouveaux cas tuberculose pulmonaire (TPB+),(default),A15,Depistage,Yes,NA,NA,NA,NA,NA,NA,NA,TBP+,NA,NA,NA,NA
HMIS200,PNT Depistage des tuberculeux,Rechutes Tuberculose pulmonaire (TPB+),(default),A15,Depistage,Yes,NA,NA,NA,NA,NA,NA,NA,TBP+ rechute,NA,NA,NA,NA
HMIS201,PNT Depistage des tuberculeux,Reprises traitement tuberculose pulmonaire (TPB+),(default),A15,Traitement,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Retour
HMIS202,PNT Depistage des tuberculeux,Total nouveaux cas et rechutes TB (TPB+ ou cliniquement),(0-4 ans- F.),A15 + A17 + A18 + A19,Depistage,Yes,0-4 ans- F.,0,Y4,F,NA,NA,NA,TBP+,NA,NA,NA,NA
HMIS203,PNT Depistage des tuberculeux,Total nouveaux cas et rechutes TB (TPB+ ou cliniquement),(0-4 ans- M.),A15 + A17 + A18 + A19,Depistage,Yes,0-4 ans- M.,0,Y4,M,NA,NA,NA,TBP+,NA,NA,NA,NA
HMIS204,PNT Depistage des tuberculeux,Total nouveaux cas et rechutes TB (TPB+ ou cliniquement),(15 à 24 ans- F.),A15 + A17 + A18 + A19,Depistage,Yes,15 à 24 ans- F.,Y15,Y24,F,NA,NA,NA,TBP+,NA,NA,NA,NA
HMIS205,PNT Depistage des tuberculeux,Total nouveaux cas et rechutes TB (TPB+ ou cliniquement),(15 à 24 ans- M.),A15 + A17 + A18 + A19,Depistage,Yes,15 à 24 ans- M.,Y15,Y24,M,NA,NA,NA,TBP+,NA,NA,NA,NA
HMIS206,PNT Depistage des tuberculeux,Total nouveaux cas et rechutes TB (TPB+ ou cliniquement),(25-34 ans- F.),A15 + A17 + A18 + A19,Depistage,Yes,25-34 ans- F.,Y25,Y34,F,NA,NA,NA,TBP+,NA,NA,NA,NA
HMIS207,PNT Depistage des tuberculeux,Total nouveaux cas et rechutes TB (TPB+ ou cliniquement),(25-34 ans- M.),A15 + A17 + A18 + A19,Depistage,Yes,25-34 ans- M.,Y25,Y34,M,NA,NA,NA,TBP+,NA,NA,NA,NA
HMIS208,PNT Depistage des tuberculeux,Total nouveaux cas et rechutes TB (TPB+ ou cliniquement),(35-44 ans- F.),A15 + A17 + A18 + A19,Depistage,Yes,35-44 ans- F.,Y35,Y44,F,NA,NA,NA,TBP+,NA,NA,NA,NA
HMIS209,PNT Depistage des tuberculeux,Total nouveaux cas et rechutes TB (TPB+ ou cliniquement),(35-44 ans- M.),A15 + A17 + A18 + A19,Depistage,Yes,35-44 ans- M.,Y35,Y44,M,NA,NA,NA,TBP+,NA,NA,NA,NA
HMIS210,PNT Depistage des tuberculeux,Total nouveaux cas et rechutes TB (TPB+ ou cliniquement),(45-54 ans- F.),A15 + A17 + A18 + A19,Depistage,Yes,45-54 ans- F.,Y45,Y54,F,NA,NA,NA,TBP+,NA,NA,NA,NA
HMIS211,PNT Depistage des tuberculeux,Total nouveaux cas et rechutes TB (TPB+ ou cliniquement),(45-54 ans- M.),A15 + A17 + A18 + A19,Depistage,Yes,45-54 ans- M.,Y45,Y54,M,NA,NA,NA,TBP+,NA,NA,NA,NA
HMIS212,PNT Depistage des tuberculeux,Total nouveaux cas et rechutes TB (TPB+ ou cliniquement),(5-14 ans- F.),A15 + A17 + A18 + A19,Depistage,Yes,5-14 ans- F.,Y5,Y14,F,NA,NA,NA,TBP+,NA,NA,NA,NA
HMIS213,PNT Depistage des tuberculeux,Total nouveaux cas et rechutes TB (TPB+ ou cliniquement),(5-14 ans- M.),A15 + A17 + A18 + A19,Depistage,Yes,5-14 ans- M.,Y5,Y14,M,NA,NA,NA,TBP+,NA,NA,NA,NA
HMIS214,PNT Depistage des tuberculeux,Total nouveaux cas et rechutes TB (TPB+ ou cliniquement),(55-64 ans- F.),A15 + A17 + A18 + A19,Depistage,Yes,55-64 ans- F.,Y55,Y64,F,NA,NA,NA,TBP+,NA,NA,NA,NA
HMIS215,PNT Depistage des tuberculeux,Total nouveaux cas et rechutes TB (TPB+ ou cliniquement),(55-64 ans- M.),A15 + A17 + A18 + A19,Depistage,Yes,55-64 ans- M.,Y55,Y64,M,NA,NA,NA,TBP+,NA,NA,NA,NA
HMIS216,PNT Depistage des tuberculeux,Total nouveaux cas et rechutes TB (TPB+ ou cliniquement),(65 ans et plus- F.),A15 + A17 + A18 + A19,Depistage,Yes,65 ans et plus- F.,Y65,NA,F,NA,NA,NA,TBP+,NA,NA,NA,NA
HMIS217,PNT Depistage des tuberculeux,Total nouveaux cas et rechutes TB (TPB+ ou cliniquement),(65 ans et plus- M.),A15 + A17 + A18 + A19,Depistage,Yes,65 ans et plus- M.,Y65,NA,M,NA,NA,NA,TBP+,NA,NA,NA,NA
HMIS218,PNT Depistage des tuberculeux,Tuberculose extra-pulmonaire,(default),A17-A19,Depistage,Yes,NA,NA,NA,NA,NA,NA,NA,TBEP+,NA,NA,NA,NA
HMIS219,PNT Depistage des tuberculeux,Tuberculose pulmonaire (TPB-),(default),A15,Depistage,Yes,NA,NA,NA,NA,NA,NA,NA,TBP+,NA,NA,NA,NA
HMIS220,PNT Depistage des tuberculeux,Tuberculose pulmonaire (TPB+) testee au VIH,(default),B20,Depistage,Yes,NA,NA,NA,NA,NA,NA,VIH,NA,NA,NA,NA,NA
HMIS221,PNT Depistage des tuberculeux,Tuberculose pulmonaire (TPB+) testee positive au VIH,(default),B20,Depistage,Yes,NA,NA,NA,NA,NA,NA,NA,VIH+,NA,NA,NA,NA
HMIS222,PNT Rapport cohorte TB,Enfants <5 ans contact de TPB+ il y 1 an ayant termine leur TPI,(default),A15,Traitement,Yes,<5 ans ,0,Y5,NA,NA,NA,NA,NA,NA,NA,NA,Termine
HMIS223,PNT Rapport cohorte TB,Nombre de cas enregistres de TB/VIH+: decede,(default),A15-A19- B20,Deces,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HMIS224,PNT Rapport cohorte TB,Nombre de cas enregistres de TB/VIH+: echec,(default),A15-A19- B20,Traitement,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Echec
HMIS225,PNT Rapport cohorte TB,Nombre de cas enregistres de TB/VIH+: gueri,(default),A15-A19- B20,Traitement,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Guerison
HMIS226,PNT Rapport cohorte TB,Nombre de cas enregistres de TB/VIH+: non evalue,(default),A15-A19- B20,Traitement,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non Evalue
HMIS227,PNT Rapport cohorte TB,Nombre de cas enregistres de TB/VIH+: perdu de vue,(default),A15-A19- B20,Traitement,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDV
HMIS228,PNT Rapport cohorte TB,Nombre de cas enregistres de TB/VIH+: traitement termine,(default),A15-A19- B20,Traitement,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termine
HMIS229,PNT Rapport cohorte TB,Nombre de cas enregistres il y a 1 an de TB/VIH+,(default),A15-A19- B20,Traitement,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nouveau
HMIS230,PNT Rapport cohorte TB,TB nouveaux cas et rechutes TPB+: decede,(default),A15,Deces,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HMIS231,PNT Rapport cohorte TB,TB nouveaux cas et rechutes TPB+: echec,(default),A15,Traitement,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Echec
HMIS232,PNT Rapport cohorte TB,TB nouveaux cas et rechutes TPB+ enregistres il y a 1 an,(default),A15,Traitement,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nouveau
HMIS233,PNT Rapport cohorte TB,TB nouveaux cas et rechutes TPB+: gueri,(default),A15,Traitement,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Guerison
HMIS234,PNT Rapport cohorte TB,TB nouveaux cas et rechutes TPB+: non evalue,(default),A15,Traitement,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non Evalue
